短语编号,适用情绪,意图,力度,片段数,动作序列,峰值所在片段,舵机1_右脚横滚,舵机2_右踝俯仰,舵机3_右膝,舵机4_右髋俯仰,舵机5_右髋横滚,舵机6_右肩,舵机7_右臂旋转,舵机8_右肘,舵机9_左脚横滚,舵机10_左踝俯仰,舵机11_左膝,舵机12_左髋俯仰,舵机13_左髋横滚,舵机14_左肩,舵机15_左臂旋转,舵机16_左肘,头_x_mm,头_y_mm,头_z_mm,左手_x_mm,左手_y_mm,左手_z_mm,右手_x_mm,右手_y_mm,右手_z_mm,质心_x_mm,质心_y_mm,质心_z_mm,根_x_mm,根_y_mm,偏航_度,片段1,片段1_舵机1_右脚横滚,片段1_舵机2_右踝俯仰,片段1_舵机3_右膝,片段1_舵机4_右髋俯仰,片段1_舵机5_右髋横滚,片段1_舵机6_右肩,片段1_舵机7_右臂旋转,片段1_舵机8_右肘,片段1_舵机9_左脚横滚,片段1_舵机10_左踝俯仰,片段1_舵机11_左膝,片段1_舵机12_左髋俯仰,片段1_舵机13_左髋横滚,片段1_舵机14_左肩,片段1_舵机15_左臂旋转,片段1_舵机16_左肘,片段1_头_x_mm,片段1_头_y_mm,片段1_头_z_mm,片段1_左手_x_mm,片段1_左手_y_mm,片段1_左手_z_mm,片段1_右手_x_mm,片段1_右手_y_mm,片段1_右手_z_mm,片段1_质心_x_mm,片段1_质心_y_mm,片段1_质心_z_mm,片段2,片段2_舵机1_右脚横滚,片段2_舵机2_右踝俯仰,片段2_舵机3_右膝,片段2_舵机4_右髋俯仰,片段2_舵机5_右髋横滚,片段2_舵机6_右肩,片段2_舵机7_右臂旋转,片段2_舵机8_右肘,片段2_舵机9_左脚横滚,片段2_舵机10_左踝俯仰,片段2_舵机11_左膝,片段2_舵机12_左髋俯仰,片段2_舵机13_左髋横滚,片段2_舵机14_左肩,片段2_舵机15_左臂旋转,片段2_舵机16_左肘,片段2_头_x_mm,片段2_头_y_mm,片段2_头_z_mm,片段2_左手_x_mm,片段2_左手_y_mm,片段2_左手_z_mm,片段2_右手_x_mm,片段2_右手_y_mm,片段2_右手_z_mm,片段2_质心_x_mm,片段2_质心_y_mm,片段2_质心_z_mm,片段3,片段3_舵机1_右脚横滚,片段3_舵机2_右踝俯仰,片段3_舵机3_右膝,片段3_舵机4_右髋俯仰,片段3_舵机5_右髋横滚,片段3_舵机6_右肩,片段3_舵机7_右臂旋转,片段3_舵机8_右肘,片段3_舵机9_左脚横滚,片段3_舵机10_左踝俯仰,片段3_舵机11_左膝,片段3_舵机12_左髋俯仰,片段3_舵机13_左髋横滚,片段3_舵机14_左肩,片段3_舵机15_左臂旋转,片段3_舵机16_左肘,片段3_头_x_mm,片段3_头_y_mm,片段3_头_z_mm,片段3_左手_x_mm,片段3_左手_y_mm,片段3_左手_z_mm,片段3_右手_x_mm,片段3_右手_y_mm,片段3_右手_z_mm,片段3_质心_x_mm,片段3_质心_y_mm,片段3_质心_z_mm
comfort_step_jugong,unhappy/不高兴/neutral/中性,comfort_request/安慰,low,2,stepping > jugong,jugong,500,580,430,330,500,620,680,580,500,420,570,670,500,380,320,420,6.0,0.0,316.3,38.9,154.1,180.4,38.9,10.1,180.4,56.3,4.9,129.7,0.0,0.0,0.0,stepping,500,500,522,518,500,500,500,500,500,530,590,455,500,500,500,500,14.0,0.0,373.5,16.0,72.0,198.5,16.0,-72.0,198.5,9.7,0.0,162.5,jugong,500,580,430,330,500,620,680,580,500,420,570,670,500,380,320,420,6.0,0.0,316.3,38.9,154.1,180.4,38.9,10.1,180.4,56.3,4.9,129.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
play_chest_sidel,happy/高兴,play/玩耍,high,2,chest > left_move_10,chest,500,500,500,500,500,680,620,280,500,500,500,500,500,320,380,720,6.0,0.0,373.0,96.0,129.8,276.7,96.0,-14.2,276.7,11.1,3.5,165.3,0.0,0.0,0.0,chest,500,500,500,500,500,680,620,280,500,500,500,500,500,320,380,720,6.0,0.0,373.0,96.0,129.8,276.7,96.0,-14.2,276.7,11.1,3.5,165.3,left_move_10,518,500,500,500,472,500,500,500,481,500,500,500,527,500,500,500,6.0,5.0,372.0,8.0,77.0,197.0,8.0,-67.0,197.0,5.9,-2.1,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
play_chest_sider,happy/高兴,play/玩耍,high,2,chest > right_move_10,chest,500,500,500,500,500,680,620,280,500,500,500,500,500,320,380,720,6.0,0.0,373.0,96.0,129.8,276.7,96.0,-14.2,276.7,11.1,3.5,165.3,0.0,0.0,0.0,chest,500,500,500,500,500,680,620,280,500,500,500,500,500,320,380,720,6.0,0.0,373.0,96.0,129.8,276.7,96.0,-14.2,276.7,11.1,3.5,165.3,right_move_10,481,500,500,500,527,500,500,500,518,500,500,500,472,500,500,500,6.0,-5.0,372.0,8.0,67.0,197.0,8.0,-77.0,197.0,5.9,2.1,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
play_wave_chest,happy/高兴,play/玩耍,high,2,wave > chest,chest,500,500,500,500,500,680,620,280,500,500,500,500,500,320,380,720,6.0,0.0,373.0,96.0,129.8,276.7,96.0,-14.2,276.7,11.1,3.5,165.3,0.0,0.0,0.0,wave,500,500,500,500,500,820,740,220,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,62.7,29.3,332.0,7.5,3.0,164.6,chest,500,500,500,500,500,680,620,280,500,500,500,500,500,320,380,720,6.0,0.0,373.0,96.0,129.8,276.7,96.0,-14.2,276.7,11.1,3.5,165.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
play_twist_chest,happy/高兴,play/玩耍,high,2,twist > chest,chest,500,500,500,500,500,680,620,280,500,500,500,500,500,320,380,720,6.0,0.0,373.0,96.0,129.8,276.7,96.0,-14.2,276.7,11.1,3.5,165.3,0.0,0.0,0.0,twist,530,500,500,500,420,560,500,500,470,500,500,500,580,440,500,500,6.0,0.0,363.6,37.8,72.0,192.3,37.8,-72.0,192.3,7.7,-21.7,154.9,chest,500,500,500,500,500,680,620,280,500,500,500,500,500,320,380,720,6.0,0.0,373.0,96.0,129.8,276.7,96.0,-14.2,276.7,11.1,3.5,165.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
play_step_chest,happy/高兴,play/玩耍,high,2,stepping > chest,chest,500,500,500,500,500,680,620,280,500,500,500,500,500,320,380,720,6.0,0.0,373.0,96.0,129.8,276.7,96.0,-14.2,276.7,11.1,3.5,165.3,0.0,0.0,0.0,stepping,500,500,522,518,500,500,500,500,500,530,590,455,500,500,500,500,14.0,0.0,373.5,16.0,72.0,198.5,16.0,-72.0,198.5,9.7,0.0,162.5,chest,500,500,500,500,500,680,620,280,500,500,500,500,500,320,380,720,6.0,0.0,373.0,96.0,129.8,276.7,96.0,-14.2,276.7,11.1,3.5,165.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
play_handup_chest,happy/高兴,play/玩耍,high,2,go_hand_up > chest,go_hand_up,500,500,500,500,500,820,740,350,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,70.0,29.3,319.7,9.6,6.1,167.9,0.0,0.0,0.0,go_hand_up,500,500,500,500,500,820,740,350,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,70.0,29.3,319.7,9.6,6.1,167.9,chest,500,500,500,500,500,680,620,280,500,500,500,500,500,320,380,720,6.0,0.0,373.0,96.0,129.8,276.7,96.0,-14.2,276.7,11.1,3.5,165.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
play_chest_twist,happy/高兴,play/玩耍,high,2,chest > twist,chest,500,500,500,500,500,680,620,280,500,500,500,500,500,320,380,720,6.0,0.0,373.0,96.0,129.8,276.7,96.0,-14.2,276.7,11.1,3.5,165.3,0.0,0.0,0.0,chest,500,500,500,500,500,680,620,280,500,500,500,500,500,320,380,720,6.0,0.0,373.0,96.0,129.8,276.7,96.0,-14.2,276.7,11.1,3.5,165.3,twist,530,500,500,500,420,560,500,500,470,500,500,500,580,440,500,500,6.0,0.0,363.6,37.8,72.0,192.3,37.8,-72.0,192.3,7.7,-21.7,154.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
play_handup1_sidel,happy/高兴,play/玩耍,mid,2,go_hand_up1 > left_move_10,go_hand_up1,500,500,500,500,500,820,740,350,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,70.0,29.3,319.7,9.6,6.1,167.9,0.0,0.0,0.0,go_hand_up1,500,500,500,500,500,820,740,350,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,70.0,29.3,319.7,9.6,6.1,167.9,left_move_10,518,500,500,500,472,500,500,500,481,500,500,500,527,500,500,500,6.0,5.0,372.0,8.0,77.0,197.0,8.0,-67.0,197.0,5.9,-2.1,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
play_lift_chest,happy/高兴,play/玩耍,high,2,lift_left_hand > chest,chest,500,500,500,500,500,680,620,280,500,500,500,500,500,320,380,720,6.0,0.0,373.0,96.0,129.8,276.7,96.0,-14.2,276.7,11.1,3.5,165.3,0.0,0.0,0.0,lift_left_hand,500,500,500,500,500,500,500,500,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,8.0,-72.0,198.0,7.7,3.0,164.3,chest,500,500,500,500,500,680,620,280,500,500,500,500,500,320,380,720,6.0,0.0,373.0,96.0,129.8,276.7,96.0,-14.2,276.7,11.1,3.5,165.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
play_wave_step_twist,happy/高兴,play/玩耍,high,3,wave > stepping > twist,wave,500,500,500,500,500,820,740,220,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,62.7,29.3,332.0,7.5,3.0,164.6,0.0,0.0,0.0,wave,500,500,500,500,500,820,740,220,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,62.7,29.3,332.0,7.5,3.0,164.6,stepping,500,500,522,518,500,500,500,500,500,530,590,455,500,500,500,500,14.0,0.0,373.5,16.0,72.0,198.5,16.0,-72.0,198.5,9.7,0.0,162.5,twist,530,500,500,500,420,560,500,500,470,500,500,500,580,440,500,500,6.0,0.0,363.6,37.8,72.0,192.3,37.8,-72.0,192.3,7.7,-21.7,154.9
play_chest_fwd,happy/高兴,play/玩耍,high,2,chest > go_forward_one_small_step,chest,500,500,500,500,500,680,620,280,500,500,500,500,500,320,380,720,6.0,0.0,373.0,96.0,129.8,276.7,96.0,-14.2,276.7,11.1,3.5,165.3,0.0,0.0,0.0,chest,500,500,500,500,500,680,620,280,500,500,500,500,500,320,380,720,6.0,0.0,373.0,96.0,129.8,276.7,96.0,-14.2,276.7,11.1,3.5,165.3,go_forward_one_small_step,500,500,520,516,500,500,500,500,500,526,580,460,500,500,500,500,18.5,0.0,373.6,20.5,72.0,198.6,20.5,-72.0,198.6,14.7,0.0,162.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
play_twist_step,happy/高兴/surprised/惊讶,play/玩耍,mid,2,twist > stepping,twist,530,500,500,500,420,560,500,500,470,500,500,500,580,440,500,500,6.0,0.0,363.6,37.8,72.0,192.3,37.8,-72.0,192.3,7.7,-21.7,154.9,0.0,0.0,0.0,twist,530,500,500,500,420,560,500,500,470,500,500,500,580,440,500,500,6.0,0.0,363.6,37.8,72.0,192.3,37.8,-72.0,192.3,7.7,-21.7,154.9,stepping,500,500,522,518,500,500,500,500,500,530,590,455,500,500,500,500,14.0,0.0,373.5,16.0,72.0,198.5,16.0,-72.0,198.5,9.7,0.0,162.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
play_righthand_chest,happy/高兴,play/玩耍,high,2,right_hand > chest,chest,500,500,500,500,500,680,620,280,500,500,500,500,500,320,380,720,6.0,0.0,373.0,96.0,129.8,276.7,96.0,-14.2,276.7,11.1,3.5,165.3,0.0,0.0,0.0,right_hand,500,500,500,500,500,660,620,420,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,83.2,-14.2,246.1,8.1,1.7,162.1,chest,500,500,500,500,500,680,620,280,500,500,500,500,500,320,380,720,6.0,0.0,373.0,96.0,129.8,276.7,96.0,-14.2,276.7,11.1,3.5,165.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
play_lefthand_step,happy/高兴,play/玩耍,mid,2,left_hand > stepping,left_hand,500,500,500,500,500,500,500,500,500,500,500,500,500,340,380,580,6.0,0.0,373.0,83.2,129.8,246.1,8.0,-72.0,198.0,8.1,1.7,162.1,0.0,0.0,0.0,left_hand,500,500,500,500,500,500,500,500,500,500,500,500,500,340,380,580,6.0,0.0,373.0,83.2,129.8,246.1,8.0,-72.0,198.0,8.1,1.7,162.1,stepping,500,500,522,518,500,500,500,500,500,530,590,455,500,500,500,500,14.0,0.0,373.5,16.0,72.0,198.5,16.0,-72.0,198.5,9.7,0.0,162.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
play_sidel_chest,happy/高兴,play/玩耍,high,2,left_move_10 > chest,chest,500,500,500,500,500,680,620,280,500,500,500,500,500,320,380,720,6.0,0.0,373.0,96.0,129.8,276.7,96.0,-14.2,276.7,11.1,3.5,165.3,0.0,0.0,0.0,left_move_10,518,500,500,500,472,500,500,500,481,500,500,500,527,500,500,500,6.0,5.0,372.0,8.0,77.0,197.0,8.0,-67.0,197.0,5.9,-2.1,160.0,chest,500,500,500,500,500,680,620,280,500,500,500,500,500,320,380,720,6.0,0.0,373.0,96.0,129.8,276.7,96.0,-14.2,276.7,11.1,3.5,165.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
play_turnr_wave,happy/高兴,play/玩耍,mid,2,turn_right_small_step > wave,wave,500,500,500,500,500,820,740,220,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,62.7,29.3,332.0,7.5,3.0,164.6,0.0,0.0,0.0,turn_right_small_step,500,500,513,511,500,500,500,500,500,518,555,472,500,500,500,500,5.9,-0.8,373.8,17.3,70.3,198.8,-1.5,-72.4,198.8,3.3,-0.4,162.0,wave,500,500,500,500,500,820,740,220,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,62.7,29.3,332.0,7.5,3.0,164.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
help_handup_hold,happy/高兴/neutral/中性/unhappy/不高兴,help/求助,mid,2,go_hand_up > stand_slow,go_hand_up,500,500,500,500,500,820,740,350,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,70.0,29.3,319.7,9.6,6.1,167.9,0.0,0.0,0.0,go_hand_up,500,500,500,500,500,820,740,350,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,70.0,29.3,319.7,9.6,6.1,167.9,stand_slow,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,8.0,-72.0,198.0,5.9,0.0,160.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
help_handup1_wave,happy/高兴/neutral/中性,help/求助,mid,2,go_hand_up1 > wave,go_hand_up1,500,500,500,500,500,820,740,350,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,70.0,29.3,319.7,9.6,6.1,167.9,0.0,0.0,0.0,go_hand_up1,500,500,500,500,500,820,740,350,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,70.0,29.3,319.7,9.6,6.1,167.9,wave,500,500,500,500,500,820,740,220,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,62.7,29.3,332.0,7.5,3.0,164.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
help_lift_step,happy/高兴/neutral/中性,help/求助,mid,2,lift_left_hand > stepping,lift_left_hand,500,500,500,500,500,500,500,500,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,8.0,-72.0,198.0,7.7,3.0,164.3,0.0,0.0,0.0,lift_left_hand,500,500,500,500,500,500,500,500,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,8.0,-72.0,198.0,7.7,3.0,164.3,stepping,500,500,522,518,500,500,500,500,500,530,590,455,500,500,500,500,14.0,0.0,373.5,16.0,72.0,198.5,16.0,-72.0,198.5,9.7,0.0,162.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
help_righthand_hold,happy/高兴/neutral/中性,help/求助,mid,2,right_hand > stand_slow,right_hand,500,500,500,500,500,660,620,420,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,83.2,-14.2,246.1,8.1,1.7,162.1,0.0,0.0,0.0,right_hand,500,500,500,500,500,660,620,420,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,83.2,-14.2,246.1,8.1,1.7,162.1,stand_slow,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,8.0,-72.0,198.0,5.9,0.0,160.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
help_wave_fwd,happy/高兴/neutral/中性,help/求助,mid,2,wave > go_forward_one_small_step,wave,500,500,500,500,500,820,740,220,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,62.7,29.3,332.0,7.5,3.0,164.6,0.0,0.0,0.0,wave,500,500,500,500,500,820,740,220,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,62.7,29.3,332.0,7.5,3.0,164.6,go_forward_one_small_step,500,500,520,516,500,500,500,500,500,526,580,460,500,500,500,500,18.5,0.0,373.6,20.5,72.0,198.6,20.5,-72.0,198.6,14.7,0.0,162.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
help_lefthand_hold,unhappy/不高兴/neutral/中性,help/求助,low,2,left_hand > stand_slow,left_hand,500,500,500,500,500,500,500,500,500,500,500,500,500,340,380,580,6.0,0.0,373.0,83.2,129.8,246.1,8.0,-72.0,198.0,8.1,1.7,162.1,0.0,0.0,0.0,left_hand,500,500,500,500,500,500,500,500,500,500,500,500,500,340,380,580,6.0,0.0,373.0,83.2,129.8,246.1,8.0,-72.0,198.0,8.1,1.7,162.1,stand_slow,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,8.0,-72.0,198.0,5.9,0.0,160.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
help_handup_turnl,happy/高兴/neutral/中性,help/求助,mid,2,go_hand_up > turn_left_small_step,go_hand_up,500,500,500,500,500,820,740,350,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,70.0,29.3,319.7,9.6,6.1,167.9,0.0,0.0,0.0,go_hand_up,500,500,500,500,500,820,740,350,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,70.0,29.3,319.7,9.6,6.1,167.9,turn_left_small_step,500,500,513,511,500,500,500,500,500,518,555,472,500,500,500,500,5.9,0.8,373.8,-1.5,72.4,198.8,17.3,-70.3,198.8,3.3,0.4,162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
help_step_handup1,happy/高兴/neutral/中性,help/求助,mid,2,stepping > go_hand_up1,go_hand_up1,500,500,500,500,500,820,740,350,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,70.0,29.3,319.7,9.6,6.1,167.9,0.0,0.0,0.0,stepping,500,500,522,518,500,500,500,500,500,530,590,455,500,500,500,500,14.0,0.0,373.5,16.0,72.0,198.5,16.0,-72.0,198.5,9.7,0.0,162.5,go_hand_up1,500,500,500,500,500,820,740,350,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,70.0,29.3,319.7,9.6,6.1,167.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startle_twist_back,surprised/惊讶,unknown/其他,high,2,twist > back_one_step,twist,530,500,500,500,420,560,500,500,470,500,500,500,580,440,500,500,6.0,0.0,363.6,37.8,72.0,192.3,37.8,-72.0,192.3,7.7,-21.7,154.9,0.0,0.0,0.0,twist,530,500,500,500,420,560,500,500,470,500,500,500,580,440,500,500,6.0,0.0,363.6,37.8,72.0,192.3,37.8,-72.0,192.3,7.7,-21.7,154.9,back_one_step,500,500,520,516,500,500,500,500,500,526,580,460,500,500,500,500,-16.5,0.0,373.6,-14.5,72.0,198.6,-14.5,-72.0,198.6,-20.3,0.0,162.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startle_step_twist,surprised/惊讶/happy/高兴,unknown/其他,mid,2,stepping > twist,twist,530,500,500,500,420,560,500,500,470,500,500,500,580,440,500,500,6.0,0.0,363.6,37.8,72.0,192.3,37.8,-72.0,192.3,7.7,-21.7,154.9,0.0,0.0,0.0,stepping,500,500,522,518,500,500,500,500,500,530,590,455,500,500,500,500,14.0,0.0,373.5,16.0,72.0,198.5,16.0,-72.0,198.5,9.7,0.0,162.5,twist,530,500,500,500,420,560,500,500,470,500,500,500,580,440,500,500,6.0,0.0,363.6,37.8,72.0,192.3,37.8,-72.0,192.3,7.7,-21.7,154.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startle_back_hold,surprised/惊讶,unknown/其他,high,2,back_one_step > stand_slow,back_one_step,500,500,520,516,500,500,500,500,500,526,580,460,500,500,500,500,-16.5,0.0,373.6,-14.5,72.0,198.6,-14.5,-72.0,198.6,-20.3,0.0,162.4,-22.5,0.0,0.0,back_one_step,500,500,520,516,500,500,500,500,500,526,580,460,500,500,500,500,-16.5,0.0,373.6,-14.5,72.0,198.6,-14.5,-72.0,198.6,-20.3,0.0,162.4,stand_slow,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,8.0,-72.0,198.0,5.9,0.0,160.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startle_twist_sidel,surprised/惊讶,unknown/其他,mid,2,twist > left_move_10,twist,530,500,500,500,420,560,500,500,470,500,500,500,580,440,500,500,6.0,0.0,363.6,37.8,72.0,192.3,37.8,-72.0,192.3,7.7,-21.7,154.9,0.0,0.0,0.0,twist,530,500,500,500,420,560,500,500,470,500,500,500,580,440,500,500,6.0,0.0,363.6,37.8,72.0,192.3,37.8,-72.0,192.3,7.7,-21.7,154.9,left_move_10,518,500,500,500,472,500,500,500,481,500,500,500,527,500,500,500,6.0,5.0,372.0,8.0,77.0,197.0,8.0,-67.0,197.0,5.9,-2.1,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startle_handup_back,surprised/惊讶,unknown/其他,high,2,go_hand_up > back_one_step,go_hand_up,500,500,500,500,500,820,740,350,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,70.0,29.3,319.7,9.6,6.1,167.9,0.0,0.0,0.0,go_hand_up,500,500,500,500,500,820,740,350,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,70.0,29.3,319.7,9.6,6.1,167.9,back_one_step,500,500,520,516,500,500,500,500,500,526,580,460,500,500,500,500,-16.5,0.0,373.6,-14.5,72.0,198.6,-14.5,-72.0,198.6,-20.3,0.0,162.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startle_turnl_twist,surprised/惊讶,unknown/其他,mid,2,turn_left_small_step > twist,twist,530,500,500,500,420,560,500,500,470,500,500,500,580,440,500,500,6.0,0.0,363.6,37.8,72.0,192.3,37.8,-72.0,192.3,7.7,-21.7,154.9,0.0,0.0,0.0,turn_left_small_step,500,500,513,511,500,500,500,500,500,518,555,472,500,500,500,500,5.9,0.8,373.8,-1.5,72.4,198.8,17.3,-70.3,198.8,3.3,0.4,162.0,twist,530,500,500,500,420,560,500,500,470,500,500,500,580,440,500,500,6.0,0.0,363.6,37.8,72.0,192.3,37.8,-72.0,192.3,7.7,-21.7,154.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startle_turnr_step,surprised/惊讶/neutral/中性,unknown/其他,mid,2,turn_right_small_step > stepping,stepping,500,500,522,518,500,500,500,500,500,530,590,455,500,500,500,500,14.0,0.0,373.5,16.0,72.0,198.5,16.0,-72.0,198.5,9.7,0.0,162.5,8.0,0.0,0.0,turn_right_small_step,500,500,513,511,500,500,500,500,500,518,555,472,500,500,500,500,5.9,-0.8,373.8,17.3,70.3,198.8,-1.5,-72.4,198.8,3.3,-0.4,162.0,stepping,500,500,522,518,500,500,500,500,500,530,590,455,500,500,500,500,14.0,0.0,373.5,16.0,72.0,198.5,16.0,-72.0,198.5,9.7,0.0,162.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startle_twist_hold,surprised/惊讶/neutral/中性,unknown/其他,mid,2,twist > stand_slow,twist,530,500,500,500,420,560,500,500,470,500,500,500,580,440,500,500,6.0,0.0,363.6,37.8,72.0,192.3,37.8,-72.0,192.3,7.7,-21.7,154.9,0.0,0.0,0.0,twist,530,500,500,500,420,560,500,500,470,500,500,500,580,440,500,500,6.0,0.0,363.6,37.8,72.0,192.3,37.8,-72.0,192.3,7.7,-21.7,154.9,stand_slow,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,8.0,-72.0,198.0,5.9,0.0,160.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startle_back_twist,surprised/惊讶,unknown/其他,high,2,back_one_step > twist,twist,530,500,500,500,420,560,500,500,470,500,500,500,580,440,500,500,6.0,0.0,363.6,37.8,72.0,192.3,37.8,-72.0,192.3,7.7,-21.7,154.9,0.0,0.0,0.0,back_one_step,500,500,520,516,500,500,500,500,500,526,580,460,500,500,500,500,-16.5,0.0,373.6,-14.5,72.0,198.6,-14.5,-72.0,198.6,-20.3,0.0,162.4,twist,530,500,500,500,420,560,500,500,470,500,500,500,580,440,500,500,6.0,0.0,363.6,37.8,72.0,192.3,37.8,-72.0,192.3,7.7,-21.7,154.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
startle_sider_twist,surprised/惊讶,unknown/其他,mid,2,right_move_10 > twist,twist,530,500,500,500,420,560,500,500,470,500,500,500,580,440,500,500,6.0,0.0,363.6,37.8,72.0,192.3,37.8,-72.0,192.3,7.7,-21.7,154.9,0.0,0.0,0.0,right_move_10,481,500,500,500,527,500,500,500,518,500,500,500,472,500,500,500,6.0,-5.0,372.0,8.0,67.0,197.0,8.0,-77.0,197.0,5.9,2.1,160.0,twist,530,500,500,500,420,560,500,500,470,500,500,500,580,440,500,500,6.0,0.0,363.6,37.8,72.0,192.3,37.8,-72.0,192.3,7.7,-21.7,154.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
idle_step_hold,neutral/中性,unknown/其他,low,2,stepping > stand_slow,stepping,500,500,522,518,500,500,500,500,500,530,590,455,500,500,500,500,14.0,0.0,373.5,16.0,72.0,198.5,16.0,-72.0,198.5,9.7,0.0,162.5,8.0,0.0,0.0,stepping,500,500,522,518,500,500,500,500,500,530,590,455,500,500,500,500,14.0,0.0,373.5,16.0,72.0,198.5,16.0,-72.0,198.5,9.7,0.0,162.5,stand_slow,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,8.0,-72.0,198.0,5.9,0.0,160.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
